PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
0Fd1j,8/6k1/6p1/6Kp/7P/3R1P2/8/5r2 w - - 9 43,f3f4 f1g1 d3g3 g1g3,766,78,99,714,endgame mate mateIn2 rookEndgame short,https://lichess.org/NBXHilcI#85,
0Fd42,r1bk3r/ppp2Npp/2nb1n2/1N1p4/3P4/3B4/PP3PPP/R1BqR1K1 b - - 1 13,d8d7 d3f5,1356,75,91,2631,master mate mateIn1 middlegame oneMove,https://lichess.org/yEw1HZq0/black#26,Ponziani_Opening Ponziani_Opening_Ponziani_Countergambit
0FdMa,r1b1kr2/pppp2pp/3N4/4p3/2B1n2q/3K1QP1/PP1P3P/nNB2R2 b q - 1 12,e4d6 f3f8,473,96,100,923,mate mateIn1 middlegame oneMove,https://lichess.org/AgTypELA/black#24,Italian_Game Italian_Game_Two_Knights_Defense
0FdRJ,r2r1q1k/5Qp1/pp4PR/4p3/3b4/P7/1PP2P2/1KBR4 b - - 0 33,g7h6 f7h7,1193,77,76,97,master mate mateIn1 middlegame oneMove,https://lichess.org/ul7xUCuM/black#66,
0FeW8,7k/3R3n/6K1/6pr/8/8/8/8 b - - 9 58,h5h2 d7d8 h7f8 d8f8,1396,137,67,7,endgame mate mateIn2 short,https://lichess.org/OE5pq5sb/black#116,
0Feem,r4qk1/pbp1b1p1/1p2p3/3p2p1/3Pn3/2PBP1P1/PP1NQ3/R3K2R w KQ - 3 18,e2h5 f8f2 e1d1 f2d2,1176,81,93,1036,mate mateIn2 middlegame short,https://lichess.org/NThYCbx6#35,Queens_Pawn_Game Queens_Pawn_Game_Accelerated_London_System
0FeiK,q6k/3R2p1/1p3r1B/2b5/4p1Q1/n3P2P/2P2PP1/6K1 b - - 2 27,g7h6 g4g7,733,97,94,544,endgame mate mateIn1 oneMove,https://lichess.org/y4rsIRpN/black#54,
0FejX,8/P7/8/2p5/1p6/3pk3/4p3/4K3 w - - 0 57,a7a8q d3d2,799,91,83,507,advancedPawn endgame mate mateIn1 oneMove queenEndgame,https://lichess.org/H75wtZYk#113,
0FekK,8/5kp1/5n1p/8/8/7r/P3RPN1/5K2 w - - 0 39,a2a4 h3h1,652,101,50,111,backRankMate endgame mate mateIn1 oneMove,https://lichess.org/YI1bg5eL#77,
0Fekb,6k1/5pp1/4pq1p/8/1Q6/1P2P2P/r4PP1/3R2K1 w - - 0 29,b4c4 f6f2 g1h2 f2g2,816,77,100,139,endgame mate mateIn2 short,https://lichess.org/XPulxvlx#57,
0Fep4,8/3RQ3/6pk/2p2r1p/2P5/1P2P2P/P3qP1K/5R2 w - - 4 30,f1g1 f5f2 h2g3 f2f3 g3h4 e2f2 g1g3 f2g3,2281,83,71,117,endgame fork mate mateIn4 veryLong,https://lichess.org/0BIxHrgY#59,
0FeyZ,5r1k/3R2p1/7p/p7/6Q1/7P/5qP1/7K b - - 1 47,a5a4 g4g7,897,101,100,30,endgame master mate mateIn1 oneMove,https://lichess.org/yyfZYiOZ/black#94,
0FfAv,r3k2r/pp2b1pp/4b3/n1p2q2/3p4/8/PPPPQ2P/RNB1R1K1 b kq - 3 19,e6c4 e2e7,984,77,69,168,mate mateIn1 middlegame oneMove,https://lichess.org/4RhECQTL/black#38,Russian_Game Russian_Game_Damiano_Variation
0FfKf,5r1k/pppr2p1/4Bq1p/8/3PQ3/8/P4PPP/4R1K1 w - - 1 23,e6d7 f6f2 g1h1 f2f1 e1f1 f8f1,988,82,91,1262,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/Xe0YYz3i#45,
0FfoC,5r1k/R5pp/6r1/P7/4P2q/4QP1P/6P1/5RK1 w - - 3 33,g1h2 h4g3 h2g1 g3g2,885,93,95,320,endgame mate mateIn2 short,https://lichess.org/tcSrQoQO#65,
0FfoN,rn2r1k1/p1p2p1p/1p2p1p1/4P3/2PP1P1q/B2B1b2/P1Q2P1P/R4RK1 w - - 1 18,d3e2 h4g4,1272,99,89,51,mate mateIn1 middlegame oneMove,https://lichess.org/3bHixugb#35,Queens_Gambit_Accepted Queens_Gambit_Accepted_Other_variations
0FgLe,1k4nr/pp4r1/2nNQ2p/q1p3p1/5p2/1P1P1N2/P1P3PP/R4RK1 b - - 0 18,g7e7 e6c8,810,98,95,731,mate mateIn1 middlegame oneMove,https://lichess.org/TAXiIqzc/black#36,Sicilian_Defense Sicilian_Defense_Closed
0FgOo,8/5pp1/1R3k1p/p4P2/P5P1/rn1N4/6KP/8 b - - 1 45,f6g5 g2g3 h6h5 h2h4,1819,153,56,19,endgame mate mateIn2 short,https://lichess.org/zPRqmhM4/black#90,
0FgOs,r6r/p1p1n1p1/bp1bPk1p/3p1Pnq/5R2/2P1BN1P/PPQ3P1/RN4K1 b - - 7 22,d6f4 e3d4 f4e5 d4e5,1572,75,90,3617,mate mateIn2 middlegame short,https://lichess.org/vxRLd514/black#44,
0FgUv,8/8/8/8/6p1/5p1k/7p/2r2R1K w - - 4 62,f1c1 g4g3 c1c2 g3g2 c2g2 f3g2,1180,81,91,612,advancedPawn endgame exposedKing long mate mateIn3 rookEndgame,https://lichess.org/Iv4Ja4qc#123,
0Fgdo,7k/5prp/pp2PQ2/2ppP2p/Pn1Pq3/1P6/1B2B1NP/5RK1 w - - 3 31,e6f7 e4g2,594,88,80,213,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/amJf0XQU#61,
0Fge4,Q7/p4k1p/2n3p1/8/3bP1n1/5N2/PP3qPP/2RR3K w - - 0 19,a8c6 f2g1 f3g1 g4f2,1380,77,85,495,mate mateIn2 middlegame sacrifice short smotheredMate,https://lichess.org/LCbA7oja#37,
0FgeN,2rR2k1/p4p1p/2p1q1p1/2p3Q1/2P1n3/1P3P2/PB4PP/6K1 b - - 1 27,c8d8 g5d8 e6e8 d8e8,665,78,100,165,endgame mate mateIn2 short,https://lichess.org/6wvcYJyT/black#54,
0FgtK,rnbqkb1r/1p1pnppp/p3p3/2p1P3/4N3/5NP1/PPPP1PBP/R1BQK2R b KQkq - 3 7,b8c6 e4d6,924,103,86,98,master mate mateIn1 oneMove opening smotheredMate,https://lichess.org/XqcowTGU/black#14,
0FhCg,2rq1rk1/p1p2ppp/bp1bpP2/8/1P1P4/P4N2/1BQN2PP/RBK4n b - - 0 17,d8f6 c2h7,1147,123,55,22,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/6BemVp1k/black#34,Queens_Pawn_Game Queens_Pawn_Game_Colle_System
0FhIh,8/p2r4/4p1kp/2p1Np2/6Pb/2Pr4/PP3RK1/5R2 b - - 1 30,g6g5 f2f5 e6f5 f1f5,1970,81,94,12344,endgame mate mateIn2 sacrifice short vukovicMate,https://lichess.org/DVUPuN2b/black#60,
0FhS9,3r2k1/p5pp/4pp2/2P5/P1q5/4P3/5PPP/2R3K1 w - - 0 30,c1c4 d8d1,603,94,74,293,backRankMate endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/noxVRwn7#59,
0Fhlb,3r2k1/2R3pp/8/1N6/1P6/P1Nn2P1/3n1r2/1K5R w - - 3 26,b1a1 d2b3 a1b1 f2b2,1020,76,100,426,mate mateIn2 middlegame short,https://lichess.org/Gp5tiq8U#51,
0Fhsw,6R1/5n2/4rk1p/2Bp1p1P/3Ppb2/2P5/2K5/8 b - - 3 46,f4g5 g8g6,973,89,93,587,endgame mate mateIn1 oneMove,https://lichess.org/Bl8FMOQH/black#92,
0Fhuv,6k1/p1p2p1p/2np2pQ/6N1/8/2Pq4/P3rPPP/5RK1 b - - 1 23,d3c3 h6h7 g8f8 h7f7,1124,130,64,21,endgame mate mateIn2 short,https://lichess.org/yx581s5V/black#46,
0Fi1P,r1bq1rk1/ppp2ppp/2nb4/3p4/3P4/4PNP1/PPQN1PP1/R3KB1R b KQ - 1 10,d6b4 c2h7,887,103,94,597,kingsideAttack mate mateIn1 oneMove opening,https://lichess.org/hZUUkAw9/black#20,Queens_Pawn_Game Queens_Pawn_Game_Mason_Variation
0Fi6O,7k/pp4p1/2b5/1P6/3b4/3BqN2/P1Q3PP/7K b - - 0 28,c6f3 c2c8 e3e8 c8e8,558,94,98,354,endgame mate mateIn2 short,https://lichess.org/mSqUTNZg/black#56,
0FiCr,7k/pp3p1p/2q2QnB/2pr4/P4P2/6P1/1PP4P/4R1K1 b - - 0 25,c6f6 e1e8 g6f8 e8f8,454,93,100,232,endgame mate mateIn2 short,https://lichess.org/mBhCepe4/black#50,
0FiJX,r6k/1p2N1p1/p2pQr1p/4b3/P2qP3/8/2P3PP/R4R1K w - - 5 25,f1f6 d4a1 f6f1 a1f1,1155,77,85,121,hangingPiece mate mateIn2 middlegame short,https://lichess.org/KOWCn7fN#49,
0FiLk,r4r1k/3n2pp/3N1p2/pp1bP1q1/2p5/2P4Q/4B1PP/R4RK1 w - - 0 24,h3d7 g5g2,944,78,98,690,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/ReSPMXbS#47,
0FiZn,2r2k2/1p1bppbQ/3p2pB/q2P4/6P1/1p1P4/2P2P2/3B1K1R b - - 5 23,a5a1 h7h8,1845,75,96,1871,mate mateIn1 middlegame oneMove pin,https://lichess.org/DwarAM6K/black#46,
0FimY,6k1/pp1n4/4R3/8/1B1P4/8/P1r1p3/4Rr1K w - - 3 35,e1f1 e2f1q,1010,209,0,8,advancedPawn endgame mate mateIn1 oneMove promotion,https://lichess.org/xfzF0fAc#69,
0FirI,6k1/p5pp/2p5/4pr2/1Q6/3PBpq1/PPP5/R3RK2 w - - 0 26,e1d1 g3g2 f1e1 g2e2,1579,78,-1500,54,endgame mate mateIn2 short,https://lichess.org/ut45cvGK#51,
0Fj2H,b7/p1k3r1/1p6/8/PPP5/4p1r1/4RRB1/5K2 w - - 0 33,g2a8 g3g1,765,106,88,644,endgame mate mateIn1 oneMove,https://lichess.org/fa9w5MPk#65,
0Fj8T,4r1k1/5ppp/1Q2p3/4P3/2P5/1P6/rq3PPP/3RR1K1 w - - 0 26,b6b5 b2f2 g1h1 f2g2,936,92,87,41,endgame mate mateIn2 short,https://lichess.org/MBe325TN#51,
0Fj9b,7Q/p5r1/5q1k/8/8/4p2P/P3B1PK/8 b - - 11 50,g7h7 h8f6,908,87,64,87,endgame hangingPiece mate mateIn1 oneMove,https://lichess.org/BRfJKcqp/black#100,
0FjAf,2r2rk1/1bpnn2p/p3p1p1/1p1qNp2/3PN3/P2QP2P/1PB2PP1/2R2RK1 w - - 0 18,e4c3 d5g2,521,101,95,495,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/qPCeTyqh#35,Queens_Pawn_Game Queens_Pawn_Game_Accelerated_London_System
0FjPu,r5k1/1p3ppp/p3p3/3p4/5R2/2rQ1RP1/3n1P1P/2q2BK1 w - - 14 30,d3c3 c1f1,1230,76,94,221,mate mateIn1 middlegame oneMove,https://lichess.org/K7tlk04a#59,
0FjYH,r6k/ppp3pp/2n5/3r4/4b3/P1P5/2P2PPP/R1B1R1K1 w - - 0 18,e1e4 d5d1 e4e1 d1e1,530,92,79,141,backRankMate endgame mate mateIn2 short,https://lichess.org/MCHE7wOZ#35,Kings_Pawn_Game Kings_Pawn_Game_Leonardis_Variation
0Fjbt,8/2N2kp1/5p2/5p1p/2n2K2/P4PP1/7P/8 w - - 0 41,a3a4 g7g5 f4f5 c4d6,1755,76,98,711,endgame knightEndgame mate mateIn2 short,https://lichess.org/uZecPuDi#81,
0Fje7,2q2bk1/5p2/6pQ/8/4p3/pP2P3/r5PP/2R4K w - - 0 37,c1c8 a2a1 c8c1 a1c1,445,98,100,519,backRankMate endgame mate mateIn2 short,https://lichess.org/qQvbFUBD#73,
0FjqW,r1bq1r1k/pp3p1B/2pp4/4b3/2P2n2/5PR1/PPQN1P1P/2K3R1 b - - 0 19,d8a5 g3g8 f8g8 g1g8,1013,86,93,1691,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/CeUbXxz5/black#38,English_Opening English_Opening_Kings_English_Variation
0FkMy,Q7/p2R2pk/4r1r1/6q1/3B1p2/P1P4P/1P1nRPP1/7K w - - 6 43,e2d2 e6e1 h1h2 g5g3 f2g3 f4g3,2277,86,91,1167,long mate mateIn3 middlegame sacrifice,https://lichess.org/QfNxVn63#85,
0FkUH,r4rk1/p1p2p1p/2pb4/4p3/Q3P3/2NP1pPq/PP3P1P/2R2RK1 w - - 2 18,a4d1 h3g2,845,76,100,434,mate mateIn1 middlegame oneMove,https://lichess.org/ja9plp3b#35,English_Opening English_Opening_Anglo-Scandinavian_Defense
0FknH,8/1p4k1/3p4/1NpP1p1Q/PnP1pb2/6rP/1P5K/4RBr1 w - - 2 35,h5f5 g3g2,1578,80,90,6280,doubleCheck master mate mateIn1 middlegame oneMove,https://lichess.org/P5IM4r1T#69,
0Fl0J,3r4/pp6/2k2p2/8/2Pn1B2/bP3P2/b1PK2PP/3R3R w - - 3 24,d2c3 d4e2,1196,76,79,155,mate mateIn1 middlegame oneMove,https://lichess.org/bxadN90v#47,
0FlcH,8/6r1/p2p1k1p/1pp1b1p1/1P2P1K1/P4P1P/5P2/1R1R4 w - - 5 34,b4c5 h6h5 g4h5 g7h7 h5g4 h7h4,1423,76,93,8421,attraction endgame long mate mateIn3,https://lichess.org/oHBRadCk#67,
0Flch,rn1qkb1r/pp2ppp1/3p1n1p/2pP4/4N3/2P5/PP2QPPP/RNB1K2R b KQkq - 1 9,b8d7 e4d6,1353,81,87,1106,mate mateIn1 oneMove opening pin smotheredMate,https://lichess.org/8oI4D5H3/black#18,Sicilian_Defense Sicilian_Defense_Delayed_Alapin_Variation
0Flga,8/p1B5/4k1p1/8/1P5R/3qp2R/P7/4K3 w - - 6 48,c7f4 d3d2 e1f1 d2f2,1099,78,93,1763,endgame master mate mateIn2 short,https://lichess.org/5IwmfzxZ#95,
0Flnz,5r1k/p4qpp/7r/4R3/4Q3/P5P1/1P3P1P/4R1K1 w - - 3 36,e5e7 f7f2 g1h1 f2h2,1191,75,95,9744,endgame mate mateIn2 short,https://lichess.org/APzEhifv#71,
0Fm4y,r1b2rk1/pp3pp1/2n5/2q3P1/1b1p4/2N1P3/PPQB1PP1/R3K2R b KQ - 0 14,d4c3 c2h7,708,100,94,787,mate mateIn1 middlegame oneMove,https://lichess.org/dKgluH3Q/black#28,Queens_Gambit_Declined Queens_Gambit_Declined_Exchange_Variation
0FmCF,6k1/r4pp1/2n1b2p/2NpP3/2pP3N/7P/1RQ2PPK/q7 b - - 8 34,c6d4 b2b8 e6c8 b8c8,989,76,88,151,master mate mateIn2 middlegame short,https://lichess.org/8zgFdC0h/black#68,
0FmJ6,6rk/2R1R2p/8/8/8/4K3/2Pr4/8 b - - 22 52,d2d8 e7h7,762,97,97,297,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/hmOssK53/black#104,
0FmKw,r4r2/p3N3/1p3p1p/4p1pk/2R5/6P1/PPP3K1/8 b - - 5 28,a8c8 g3g4 h5h4 e7f5,1739,74,-1500,1621,endgame mate mateIn2 short,https://lichess.org/0iGhRH7d/black#56,
0Fmph,r4rk1/nbp1p3/4P2p/Rp1p1N2/1P3Pp1/2q3P1/2P1QK1P/5B2 b - - 0 32,c3b4 e2g4 g8h8 g4g7,1951,82,66,46,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/HUKtaWEr/black#64,
0FmsB,r1bq1r1k/1p4p1/p6p/4P3/4n3/2P3R1/P1Q3PP/R1B3K1 w - - 0 21,c2e4 d8d1 e4e1 d1e1,560,84,100,220,mate mateIn2 middlegame short,https://lichess.org/rw1lrT0v#41,
0FmsJ,3rk2r/pp3pp1/2q1p2p/2b1P3/3n3Q/4B3/PP3PPP/R2R2K1 b k - 7 18,d4f5 h4d8,425,86,83,145,mate mateIn1 middlegame oneMove,https://lichess.org/q8DVw6Lo/black#36,French_Defense French_Defense_Knight_Variation
0Fmtn,8/pp4k1/2p5/8/2P1n1BP/6b1/PP2r2K/1R3R2 w - - 0 40,h2g1 g3h2 g1h1 e4g3,1398,75,97,2973,endgame mate mateIn2 short,https://lichess.org/rBadouz8#79,
0FmvI,5r1k/p3pp1p/7P/3qpQ2/3b1PR1/8/P5P1/2K5 b - - 0 28,f8c8 f5c8 d5d8 c8d8,1193,79,91,633,endgame hangingPiece mate mateIn2 short,https://lichess.org/j71uuhhf/black#56,
0Fn1h,2qrr1k1/pp6/5Q2/3P3p/4p3/P3R1PK/7P/R7 w - - 1 28,h3h4 c8g4,908,83,95,515,endgame mate mateIn1 oneMove,https://lichess.org/LqAriJSU#55,
0FnNq,2r1r1k1/1R1b1ppp/p7/1n1p4/3N4/P3P2P/3R1PPB/6K1 w - - 9 31,b7d7 c8c1 d2d1 c1d1,924,100,91,603,backRankMate mate mateIn2 middlegame short,https://lichess.org/12XlilIc#61,
0Fnta,r4r2/4Q3/1pPNb1pk/pP2N2p/P2P4/5q2/5P2/R5KR w - - 5 33,e7e6 f3f2,869,78,74,143,mate mateIn1 middlegame oneMove,https://lichess.org/VI9y0E5v#65,
0FoGd,6q1/R5pp/1p3pk1/1bp1p3/6KP/P5N1/8/8 b - - 0 42,g8b8 h4h5 g6h6 g3f5,1144,114,33,24,endgame master mate mateIn2 short,https://lichess.org/0api44h4/black#84,
0FoJ7,r4r1k/8/3b3p/1pp1B1qn/8/1B1PQP2/1PP3R1/5RK1 b - - 0 30,g5e5 e3h6,846,107,94,679,mate mateIn1 middlegame oneMove,https://lichess.org/CvfmKwx6/black#60,
0Fp4d,r3rnk1/pb3ppp/1pq2p2/8/1P6/2P2N2/P1Q1BPPP/2R1R1K1 w - - 1 18,f3d4 c6g2,479,91,100,162,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/OxGYaA6Q#35,Caro-Kann_Defense Caro-Kann_Defense_Tartakower_Variation
0Fp8T,1q6/8/8/k7/8/5Q2/r4PPP/1R4K1 w - - 0 46,b1b8 a2a1 b8b1 a1b1 f3d1 b1d1,1017,133,57,23,backRankMate endgame long mate mateIn3 queenRookEndgame,https://lichess.org/8ARAhp6g#91,
0Fp8Y,5r2/p3R2p/3p2pk/3b4/6K1/6P1/P5r1/R7 b - - 6 31,a7a5 a1h1 g2h2 h1h2,875,78,100,1103,endgame mate mateIn2 short,https://lichess.org/QnjpKlJW/black#62,
0FpEs,rnb2rk1/pp3p2/7p/2p3p1/3p4/3P1NPn/PPPNB1PP/R2QR1qK w - - 11 18,e1g1 h3f2,994,116,60,76,mate mateIn1 oneMove opening smotheredMate,https://lichess.org/8cl4kow2#35,Sicilian_Defense Sicilian_Defense_French_Variation
0FpK9,6k1/1R5p/5pp1/1P6/3N1PKP/r3r1P1/8/7R w - - 1 42,h1h3 h7h5,1691,78,90,3677,endgame mate mateIn1 oneMove,https://lichess.org/BB6ZvrMX#83,
0FpKX,r4rk1/2p2ppp/4q3/pp2b3/1P6/P4Q1P/2P2PP1/1R1NKB1R w K - 0 18,f1b5 e5c3 e1f1 e6e1,887,83,81,269,doubleCheck mate mateIn2 middlegame short,https://lichess.org/IvCI3MWo#35,Russian_Game Russian_Game_Stafford_Gambit
0FpN6,r4rk1/pp4pp/2p3p1/4P3/2qPnQ2/2P5/P5PP/R1B2RK1 w - - 0 21,f4e4 c4f1,575,100,71,184,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/eJ5Gom8R#41,
0FpXd,2r4k/1b4pp/4B2Q/pqBp4/1Pn5/8/5PPP/3R2K1 b - - 0 30,g7h6 c5d4 c4e5 d4e5,871,85,84,561,doubleBishopMate mate mateIn2 middlegame short,https://lichess.org/elYoFfOQ/black#60,
0FpwM,r3N3/pp3k2/7Q/8/8/nN4P1/PP5P/Kq5R w - - 5 31,h1b1 a3c2,1054,90,77,271,endgame mate mateIn1 oneMove smotheredMate,https://lichess.org/83jViKbn#61,
0Fpzf,6k1/5p2/4p1pp/8/8/5B2/6PP/1r3rQK w - - 2 35,g1f1 b1f1,436,99,85,1528,backRankMate endgame hangingPiece mate mateIn1 oneMove,https://lichess.org/8JeS6cZ2#69,
0Fq5S,r4rk1/pp1b1p1p/4pQpB/4P3/2pP4/P4P1P/5P1K/q7 b - - 2 25,a1d4 f6g7,760,98,93,726,endgame mate mateIn1 oneMove,https://lichess.org/esJg1chT/black#50,
0FqAB,1r6/2R2p2/4p1k1/4Q1p1/P7/8/5PPP/6K1 w - - 1 39,a4a5 b8b1 c7c1 b1c1 e5e1 c1e1,553,108,75,125,backRankMate endgame long mate mateIn3 queenRookEndgame,https://lichess.org/0vgwjNFV#77,
0FqDF,4r1k1/pR3p1p/2p2p2/2P5/3r4/P7/B4PPP/4K2R w K - 1 22,a2e6 e8e6 e1f1 d4d1,1217,118,62,26,endgame hangingPiece mate mateIn2 short,https://lichess.org/B4HhsU5Q#43,
0Fqt9,3r2k1/p4p1p/1p2p1p1/4P3/2p1q3/2P5/PP3PPP/4R1K1 w - - 0 22,e1e4 d8d1 e4e1 d1e1,468,88,100,123,backRankMate endgame mate mateIn2 rookEndgame short,https://lichess.org/UeeEx1Tt#43,
0FrE3,2r2rk1/b3qppp/2p2nb1/p1Np4/3Q4/1P2P3/PB2BPPP/2R2RK1 b - - 3 18,f6d7 d4g7,474,95,85,590,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/4HWocCDc/black#36,English_Opening English_Opening_Agincourt_Defense
0FrHu,4r3/2r1pk1p/3pR1pP/2qP1pP1/pp3P2/8/PPPQ4/1K1R4 w - - 0 31,d2d4 c5c2 b1a1 c2c1 d1c1 c7c1,1221,76,76,278,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/auJ3JoPJ#61,
0FrLA,8/8/1p1k3R/p2b4/8/PPKB1r2/8/8 b - - 2 57,d6c5 b3b4 a5b4 a3b4,892,82,88,406,endgame master mate mateIn2 short,https://lichess.org/CUN2gZdo/black#114,
0FrOV,r5k1/5ppp/1p2p3/p3Q3/2P5/1P3N1n/P5PP/4R1qK w - - 8 27,f3g1 h3f2,774,78,100,170,endgame master mate mateIn1 oneMove smotheredMate,https://lichess.org/2Hgso7AN#53,
0FrUE,2b1r1k1/1p1n1ppp/4q3/1P6/1BPp2n1/3P4/2Q1BPPP/1N2R1K1 w - - 6 22,e2g4 e6e1 b4e1 e8e1,823,96,85,422,backRankMate mate mateIn2 middlegame short,https://lichess.org/hgUPginB#43,
0FrWm,5r2/1n2k3/3pp3/7Q/1P6/2PP2q1/P7/2R1RK2 w - - 2 36,f1e2 f8f2 e2d1 g3d3,1481,75,92,1871,deflection endgame mate mateIn2 short,https://lichess.org/5ZLrKP1v#71,
0Fs1U,r2q1rk1/pb3ppp/1p2pn2/2bp4/2P2P2/1PQ1P3/PB2B1PP/RN1R2K1 b - - 4 13,f6e4 c3g7,508,94,100,120,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/LekJ78xl/black#26,Bird_Opening Bird_Opening_Other_variations
0Fs80,2Q3k1/5pn1/p2p1q2/1p2r1R1/8/3B4/PP3PK1/8 b - - 1 37,e5e8 c8e8,1214,261,73,17,endgame master masterVsMaster mate mateIn1 oneMove pin,https://lichess.org/yDK5IUXG/black#74,
0FsIs,rnb1k1r1/1pp2p2/p2P3p/2P1p3/2P1P2Q/P1q5/5PBP/R4RK1 b q - 0 18,c3f3 h4e7,817,77,100,109,mate mateIn1 middlegame oneMove,https://lichess.org/lD3E4LJ8/black#36,Englund_Gambit_Declined Englund_Gambit_Declined_Other_variations
0FsJs,6k1/1pp1r2p/2b3pP/p2q4/5R2/3N1P2/PQ4P1/6K1 b - - 0 33,d5d3 b2h8 g8h8 f4f8,1958,76,95,1714,attraction endgame mate mateIn2 sacrifice short,https://lichess.org/88TpVEtT/black#66,
0FsU4,r4rk1/4qp2/p1pp2p1/1p2p2p/4Pn2/1B3Q1N/PPP2P2/2K3R1 b - - 1 24,f4h3 g1g6 g8h7 f3h5,1650,75,86,557,kingsideAttack mate mateIn2 middlegame pin short,https://lichess.org/WSoi68Yl/black#48,
0FsZj,5r1k/7p/6p1/1pq1p3/2p1P1Q1/2Pp3R/1P4PP/R4r1K w - - 6 35,a1f1 f8f1,655,90,84,306,backRankMate endgame mate mateIn1 oneMove,https://lichess.org/SXD3pmTk#69,
0FsZq,3r3k/1p1P2p1/p4b1p/P1p2B2/8/4n2P/1P6/3RR1K1 b - - 2 36,e3d1 e1e8 d8e8 d7e8q,1129,80,79,387,advancedPawn endgame mate mateIn2 promotion short,https://lichess.org/PeKata6E/black#72,
0Fsue,rnbqk2r/pp1p1ppp/8/2bNp1B1/4n3/5N2/PPP1PPPP/R2QKB1R w KQkq - 3 7,g5d8 c5f2,1281,75,100,1046,attackingF2F7 mate mateIn1 oneMove opening,https://lichess.org/CCaNdwgm#13,Indian_Defense Indian_Defense_Maddigan_Gambit
0Fsuv,r6q/pp3pk1/1bn1b3/1N1p1p2/1P1P1P2/P2BP1Q1/6PP/R5K1 b - - 2 22,g7f6 g3g5,1032,76,100,143,mate mateIn1 middlegame oneMove,https://lichess.org/DX2os5Xn/black#44,
0Ft0y,r2q1rk1/1bp1bppp/p2p2P1/2p2N1P/2n1P3/2N1B3/PPP2PQ1/2KR3R b - - 0 17,c4e3 g6h7 g8h7 g2g7,1468,75,94,2662,advancedPawn attraction discoveredAttack kingsideAttack mate mateIn2 middlegame short,https://lichess.org/8brU9UKt/black#34,Three_Knights_Opening Three_Knights_Opening_Other_variations
0Ft2o,6rk/2p2p1p/p3pPpQ/1p6/5R2/5RKP/PPP1q1P1/3r4 b - - 9 32,d1d2 h6h7 h8h7 f4h4,1349,75,92,1195,attraction endgame kingsideAttack mate mateIn2 sacrifice short,https://lichess.org/Ukn1tTsd/black#64,
0FtRH,3r2k1/p1p4p/5pp1/8/4QP1R/P7/1PP3PP/7K w - - 1 33,e4e7 d8d1 e7e1 d1e1,400,91,50,77,backRankMate endgame mate mateIn2 queenRookEndgame short,https://lichess.org/ytaoPmAy#65,
0FtZo,4r2k/6pp/p3qpn1/1p6/3p4/3Q2B1/PP3PPP/3R2K1 w - - 3 30,d3d4 e6e1 d1e1 e8e1,702,103,71,177,backRankMate endgame mate mateIn2 sacrifice short,https://lichess.org/aAaG6z3O#59,
0Ftc5,r1bq1Bk1/pp3ppp/8/8/2B5/5Q2/P1P2PPP/b3R1K1 b - - 0 15,d8f8 f3f7 f8f7 e1e8,1715,75,96,1597,master mate mateIn2 middlegame pin sacrifice short,https://lichess.org/JfESIhtK/black#30,Sicilian_Defense Sicilian_Defense_Old_Sicilian
0Ftfz,7r/1R1R3p/1p2n1p1/p3p1Pk/7P/6K1/2q5/8 b - - 3 36,c2f5 d7h7 h8h7 b7h7,813,83,80,79,endgame mate mateIn2 short,https://lichess.org/LUZNgJC1/black#72,
0Ftzc,6k1/R4p2/7p/4B2K/5P2/5b2/6r1/8 w - - 1 36,h5h6 g2g6,1467,74,95,2283,endgame mate mateIn1 oneMove,https://lichess.org/vrN4u7hL#71,
0Fu16,8/5p1k/pNp3pp/P1P5/6n1/3Q3P/1P3qP1/5r1K w - - 0 35,d3f1 f2f1,400,109,90,451,endgame hangingPiece mate mateIn1 oneMove,https://lichess.org/lnKAB4MA#69,
0FuOK,r1b2rk1/pp3pb1/1np3N1/3pq1Bp/8/3Q4/PP3PPP/RB3RK1 b - - 0 23,e5g5 g6e7 g5e7 d3h7,901,89,91,533,clearance kingsideAttack mate mateIn2 opening sacrifice short,https://lichess.org/uxlEFq0J/black#46,
0FuZh,6rk/pb6/1pn4B/4R1N1/3p4/2P4Q/P4PPK/1q6 b - - 0 33,c6e5 h6f8 b1h7 h3h7,1687,75,100,1306,discoveredAttack master mate mateIn2 middlegame short,https://lichess.org/HeXTrqsN/black#66,
